Departamento,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
HUILA,ITALCOL ENERGIA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
HUILA,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,1,0,0,0,0,1,4,26,0,2,32
LA GUAJIRA,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
LA GUAJIRA,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,51157,51264,11609,531,157,0,114718,115,7530,426,876,8947
LA GUAJIRA,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,1,0,1
LA GUAJIRA,PROFESIONALES EN ENERGÍA S.A E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,2,0,0,2
LA GUAJIRA,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,9,0,0,9
MAGDALENA,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,10,0,0,10
MAGDALENA,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,8,0,0,8
MAGDALENA,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,102566,53678,41055,10638,3482,9175,220594,715,12994,689,1492,15890
MAGDALENA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,7,0,0,10
MAGDALENA,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,0,3,1,7
MAGDALENA,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
MAGDALENA,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,1249,0,0,0,0,1249,11,8,1,2,22
MAGDALENA,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,0,0,0,3
MAGDALENA,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,17,28,45,0,27,0,1,28
META,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,2,0,0,3
META,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,24,117,1,0,142
META,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
META,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,4,0,0,5
META,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,3,0,0,3
META,ELECTRIFICADORA DEL META S.A. E.S.P.,usuarios Empresa Departamento,67713,93814,70349,12094,4107,1354,249431,358,35574,1839,962,38733
META,EMPRESA DE ENERGIA DE CASANARE SA ESP,usuarios Empresa Departamento,494,357,12,0,1,0,864,3,137,36,3,179
META,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,usuarios Empresa Departamento,157,489,18,3,0,0,667,8,25,30,4,67
META,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,usuarios Empresa Departamento,1060,243,17,0,0,0,1320,0,143,22,0,165
META,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,1,0,1
META,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,5,0,0,7
META,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,3,1,0,5
META,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
META,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,4,3,0,0,7
META,ITALCOL ENERGIA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
META,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,24,0,0,26
NARIÑO,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,usuarios Empresa Departamento,0,63,148,97,0,0,308,0,0,0,0,0
NARIÑO,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,usuarios Empresa Departamento,208403,104534,35785,11901,2859,24,363506,1248,16698,2106,2103,22155
NARIÑO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,6,30,0,0,36,1,207,0,0,208
NARIÑO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,2,0,0,2
NARIÑO,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
NARIÑO,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,0,0,0
NARIÑO,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,1,0,1
NARIÑO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,2,0,0,5
NARIÑO,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,2,1,0,3
NARIÑO,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,187,320,0,507,28,609,5,4,646
NARIÑO,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,10,0,0,11
NORTE DE SANTANDER,CEMEX ENERGY SAS ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
NORTE DE SANTANDER,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,usuarios Empresa Departamento,95398,179645,58513,21322,3962,574,359414,984,27985,2808,786,32563
NORTE DE SANTANDER,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,7,0,0,8
NORTE DE SANTANDER,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,usuarios Empresa Departamento,897,896,71,14,0,0,1878,7,77,33,6,123
NORTE DE SANTANDER,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,5,0,0,5
NORTE DE SANTANDER,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
NORTE DE SANTANDER,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,48,32,14,1,95
NORTE DE SANTANDER,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,4,2,1,0,7
NORTE DE SANTANDER,ENERGIA & AGUA SAS ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
NORTE DE SANTANDER,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,1,0,0,0,1,1,27,2,0,30
NORTE DE SANTANDER,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
NORTE DE SANTANDER,RUITOQUE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
NORTE DE SANTANDER,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,145,59,83,0,287,47,540,0,9,596
PUTUMAYO,ELECTRIFICADORA DEL CAQUETA S.A. ESP,usuarios Empresa Departamento,52,0,0,0,0,0,52,0,0,0,0,0
PUTUMAYO,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,usuarios Empresa Departamento,14924,6102,650,0,0,0,21676,117,2341,345,167,2970
PUTUMAYO,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,usuarios Empresa Departamento,20572,5277,1016,0,0,0,26865,145,2455,286,37,2923
PUTUMAYO,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,usuarios Empresa Departamento,7644,1720,22,0,0,0,9386,8,154,93,8,263
PUTUMAYO,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,4,0,0,0,4
PUTUMAYO,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,2,3,0,5
PUTUMAYO,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
QUINDIO,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
QUINDIO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,16,0,0,17
QUINDIO,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,5,0,0,5
QUINDIO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,7,0,0,7
QUINDIO,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,usuarios Empresa Departamento,2,148,1,1,0,0,152,0,5,0,0,5
QUINDIO,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,usuarios Empresa Departamento,35378,57266,38173,11740,9533,1321,153411,1522,14023,970,2496,19011
QUINDIO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,13,27,0,3,43
QUINDIO,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,1,0,0,2
QUINDIO,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
QUINDIO,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,13,79,0,2,94
RISARALDA,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,0,0,0,3
RISARALDA,CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,usuarios Empresa Departamento,22883,53593,44044,8452,429,137,129538,250,10450,476,2278,13454
RISARALDA,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
RISARALDA,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,85,0,0,86
RISARALDA,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,7,0,0,7
RISARALDA,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,8,0,0,9
RISARALDA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
RISARALDA,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,usuarios Empresa Departamento,23086,46300,26827,22969,13968,9601,142751,910,14981,739,1468,18098
RISARALDA,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
RISARALDA,EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.,usuarios Empresa Departamento,729,914,36,0,1,8,1688,34,25,8,0,67
RISARALDA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,10,9,0,0,19
RISARALDA,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,6,0,0,8
RISARALDA,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,1,0,0,3
RISARALDA,GENERSA S.A.S E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
RISARALDA,LATIN AMERICAN CAPITAL CORP SA ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,0,3,3
RISARALDA,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,1,0,0,175,232,408,10,79,0,0,89
SANTANDER,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
SANTANDER,CEMEX ENERGY SAS ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
SANTANDER,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,5,0,0,7
SANTANDER,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,4,0,0,4
SANTANDER,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,usuarios Empresa Departamento,139744,249002,130568,75909,10825,8852,614900,8716,60231,4502,787,74236
SANTANDER,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,5,0,0,6
SANTANDER,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,usuarios Empresa Departamento,69,634,104,1,0,2,810,0,22,40,3,65
SANTANDER,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,0,0,0
SANTANDER,EMPRESA DE SERVICIOS PUBLICOS DE SANTANDER S.A.E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,1,2,1,6
SANTANDER,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,37,40,4,1,82
SANTANDER,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,12,11,1,3,27
SANTANDER,ENERGIA & AGUA SAS ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,7,9,0,5,21
SANTANDER,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
SANTANDER,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,12,0,0,0,12
SANTANDER,ITALCOL ENERGIA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,7,0,0,0,7
SANTANDER,RUITOQUE S.A. E.S.P.,usuarios Empresa Departamento,0,2,657,1028,802,1368,3857,30,354,0,193,577
SANTANDER,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,1,1511,3124,555,456,5647,158,1118,5,29,1310
SUCRE,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
SUCRE,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,7,0,0,7
SUCRE,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,138321,55195,9602,3118,409,626,207271,247,7986,651,1594,10478
SUCRE,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,3,0,0,3
SUCRE,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
SUCRE,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,1,3,39,1,1,2,47,4,41,0,3,48
SUCRE,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
SUCRE,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,21,0,0,21
TOLIMA,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
TOLIMA,CEMEX ENERGY SAS ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,0,0,0,1
TOLIMA,CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,usuarios Empresa Departamento,204,224,60,12,0,0,500,0,6,0,6,12
TOLIMA,CODENSA S.A. ESP,usuarios Empresa Departamento,1,479,1,0,0,0,481,0,5,1,1,7
TOLIMA,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,39,0,0,39,6,78,1,0,85
TOLIMA,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,2,0,0,2
TOLIMA,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,9,0,0,10
TOLIMA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento,27,0,0,0,0,0,27,2,3,0,0,5
TOLIMA,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,usuarios Empresa Departamento,278,3318,4845,7,0,0,8448,31,326,57,40,454
TOLIMA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,9,5,1,0,15
TOLIMA,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,5,3,1,0,9
TOLIMA,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,6,0,1,9
TOLIMA,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,10,0,0,0,10
TOLIMA,ITALCOL ENERGIA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
TOLIMA,LATIN AMERICAN CAPITAL CORP SA ESP,usuarios Empresa Departamento,109094,197896,65882,19411,4861,844,397988,889,35996,1807,3615,42307
TOLIMA,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,1,23,0,0,24,36,181,0,4,221
VALLE,CELSIA COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,115200,213897,82865,15779,5127,212,433080,2178,22088,1558,783,26607
VALLE,COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,usuarios Empresa Departamento,4066,26241,16560,3737,3571,80,54255,284,3499,153,20,3956
VALLE,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,1,1,0,0,2
VALLE,DICELER S.A E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,1,0,0,1
VALLE,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,usuarios Empresa Departamento,0,22,325,1414,2320,528,4609,113,4686,25,0,4824
VALLE,E2 ENERGIA EFICIENTE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,59,0,0,59
VALLE,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,7,27,0,0,34
VALLE,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,0,0,0
VALLE,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,usuarios Empresa Departamento,0,0,0,0,0,0,0,0,0,0,0,0
VALLE,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,usuarios Empresa Departamento,0,12,0,1,1,0,14,0,1,0,0,1
VALLE,EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,usuarios Empresa Departamento,0,0,0,0,0,0,0,2,0,0,0,2
VALLE,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,usuarios Empresa Departamento,113967,156569,181008,68950,45577,17462,583533,1819,49730,1236,714,53499
VALLE,EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.,usuarios Empresa Departamento,4464,11710,14130,4148,1061,117,35630,364,3747,139,0,4250
VALLE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,15,28,1,0,44
VALLE,ENEL COLOMBIA S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,20,17,1,0,38
VALLE,ENERTOTAL S.A. E.S.P.,usuarios Empresa Departamento,1511,1061,1615,2999,1428,527,9141,72,984,1,13,1070
VALLE,ISAGEN S.A. E.S.P.,usuarios Empresa Departamento,0,0,0,0,0,0,0,33,0,0,0,33
VALLE,ITALCOL ENERGIA S.A. ESP.,usuarios Empresa Departamento,0,0,0,0,0,0,0,3,0,0,0,3
VALLE,VATIA S.A. E.S.P.,usuarios Empresa Departamento,0,413,291,41,365,91,1201,172,620,0,4,796
